Tau,Sparsity_avg,Sparsity_std,Accuracy_avg,Accuracy_std
0.1,0.0615058514806959,0.0071689229596787,0.85,0.040397332145136
0.2,0.131419124868181,0.02042935089061,0.8944444444444445,0.0335640165933182
0.3,0.1825552503267924,0.0238825434366217,0.8902777777777778,0.0198373011903967
0.4,0.2511775102880266,0.0195883433641635,0.9013888888888888,0.0148292753500435
0.5,0.3019171059131623,0.0214519195286998,0.8638888888888889,0.0265710089857069
0.6,0.3275156252914005,0.029294779151912455,0.888888888888889,0.03286710990610901
0.7,0.39227607051531477,0.034645008494654995,0.8402777777777777,0.044357553951864775
0.7999999999999999,0.4478376779291365,0.06141100556384731,0.8583333333333334,0.0718473175354309
0.8999999999999999,0.5071205377578736,0.034225315271226436,0.8583333333333332,0.06079463507844246
